Account type,Year,Name
Lobbyist,2016,"Jim Ginnetti (Jim Ginnetti Consulting, LLC)"
Lobbyist,2016,Katherine Ginnis
Lobbyist,2016,Mark Giuffre
Lobbyist,2016,Richard Glassman
Lobbyist,2016,Charles Glick (Charles Group Consulting)
Lobbyist,2016,"Guy William Glodis (The Glodis Group, LLC)"
Lobbyist,2016,Amy Glynn
Lobbyist,2016,Kristine Ann Glynn (Glynn Associates)
Lobbyist,2016,Maureen Glynn (Murphy Donoghue Partners)
Lobbyist Organisations,2016,Glynn Associates
Lobbyist,2016,David Gmelich
Lobbyist,2016,Nicole M Godaire
Lobbyist,2016,Jason Godin (The Suffolk Group)
Lobbyist,2016,Anuj Goel
Lobbyist,2016,David Goggin
Lobbyist,2016,Aimee Golbitz
Lobbyist,2016,Paula W Gold
Lobbyist,2016,Seth Randall Goldberg
Lobbyist,2016,Steven Goldblatt (The Suffolk Group)
Lobbyist Organisations,2016,Golden West Associates
Lobbyist,2016,Roberta Goldman
Lobbyist,2016,John K. Golembeski
Lobbyist,2016,Robert W. Golledge (Travaglini Eisenberg Kiley LLC)
Lobbyist,2016,Juan A. Gomez
Lobbyist,2016,Marguerite Gonsalves
Lobbyist,2016,Mark P. Gonthier
Lobbyist,2016,Nancy Goodman
Lobbyist,2016,Abbie R Goodman
Lobbyist,2016,michael Robert Goodwin
Lobbyist,2016,Christine Goonan
Lobbyist,2016,Andrew John Gordon
Lobbyist,2016,Jennifer Gorke (Travaglini Eisenberg Kiley LLC)
Lobbyist,2016,Margaret Mary Gorman
Lobbyist,2016,Archie Gormley
Lobbyist,2016,Chirstopher Gorton
Lobbyist,2016,Thomas J Gosnell
Lobbyist,2016,Kelley Gossett
Lobbyist,2016,"Autumn Gould (Northwind Strategies, LLC)"
Lobbyist,2016,Ranjini Govender
Lobbyist Organisations,2016,"Government Insight Group, LLC"
Lobbyist Organisations,2016,"Government Relations Group, LLC"
Lobbyist Organisations,2016,"Governmental Strategies, Inc."
Lobbyist,2016,Kristen Gowin
Lobbyist,2016,Philip Graham
Lobbyist,2016,William J Graham
Lobbyist,2016,Paul C. Graml
Lobbyist,2016,Karen Granoff
Lobbyist,2016,Joseph M Grant (Grant Associates)
Lobbyist,2016,"Kevin M. Grant (The Karol Group, Inc.)"
Lobbyist,2016,John Grant
Lobbyist Organisations,2016,Grant Associates
Lobbyist,2016,Reynolds Douglas Graves (Rasky Baerlein Strategic Communications)
Lobbyist,2016,Kristin M Grazioso
Lobbyist,2016,"Christopher Greeley (Northwind Strategies, LLC)"
Lobbyist,2016,Jack Green
Lobbyist,2016,Joshua Greenberg
Lobbyist,2016,Mike Greene
Lobbyist,2016,Leonard Greene
Lobbyist,2016,Arthur J. Greenwood
Lobbyist,2016,Tara Marie Gregorio (TMGregorio)
Lobbyist,2016,Michael John Gregory
Lobbyist,2016,Christopher Gregory (Gregory and Associates)
Lobbyist Organisations,2016,Gregory and Associates
Lobbyist,2016,Christine Griffin
Lobbyist,2016,"Christopher Grimaldi (LCI, LLC)"
Lobbyist,2016,Brian P. Grip
Lobbyist,2016,Paul Stanley Grogan
Lobbyist,2016,James N Groninger
Lobbyist,2016,Harris Gruman
Lobbyist,2016,Amy M Grunder
Lobbyist Organisations,2016,GS Public Strategies LLC
Lobbyist,2016,David R Guarino (Melwood Global)
Lobbyist,2016,Maurice Guernon
Lobbyist,2016,Timothy Glenn Gullickson
Lobbyist,2016,Barbara S Gutman
Lobbyist,2016,Stephen Alan Habbe
Lobbyist,2016,John F. Habib (Keegan Werlin LLP)
Lobbyist,2016,Andrew R Hackman (Serlin Haley LLP)
Lobbyist,2016,Laura Hagen
Lobbyist,2016,Christie Hager
Lobbyist,2016,"Jeffrey Haggerty (Brian S. Hickey Associates, Inc.)"
Lobbyist,2016,John F Hahesy (Preti Strategies)
Lobbyist,2016,"Caroline Haigh (Philip W. Johnston Associates, LLC)"
Lobbyist,2016,Monica Halas
Lobbyist,2016,Laura Hale
Lobbyist,2016,Paul R. Haley
Lobbyist,2016,Pierce J Haley (Serlin Haley LLP)
Lobbyist,2016,Rahsaan David Hall
Lobbyist,2016,Jackson C Hall (Political Advantage LLC)
Lobbyist,2016,Samantha Leigh Hall
Lobbyist,2016,Kathleen Anne Hamilton
Lobbyist,2016,Brian Hampton
Lobbyist,2016,Christopher Hancock
Lobbyist,2016,Elizabeth Hanify
Lobbyist,2016,Sheila Hanley
Lobbyist,2016,Eric J Hanly
Lobbyist,2016,Richard Hannmann
Lobbyist,2016,Michael C. Hanson
Lobbyist,2016,Robert Harding
Lobbyist,2016,Joshua Harrell (Nutter McClennen & Fish LLP)
Lobbyist,2016,John F Harrington (New Boston Strategies Group Ltd)
Lobbyist,2016,Deborah Harris
Lobbyist,2016,Stephanie Jane Harris
Lobbyist,2016,Vicki Harris
Lobbyist,2016,Mary Ann Hart (Hart Government Relations)
Lobbyist Organisations,2016,Hart Government Relations
Lobbyist,2016,"John A. Hart, Jr. (Nelson Mullins)"
Lobbyist,2016,Scott V. Hartman
Lobbyist,2016,Matthew Harutunian
Lobbyist,2016,Casey M Harvell
Lobbyist,2016,Meghan Katherine Hassett
Lobbyist,2016,Peter Otto Hausmann
Lobbyist,2016,Jim Hawkins
Lobbyist,2016,Elizabeth Raywood Hayes
Lobbyist,2016,Robert Emmet Hayes (Locke Lord Public Policy Group LLC)
Lobbyist,2016,Joseph R Haynes (Haynes & Associates)
Lobbyist,2016,Robert J Haynes (Haynes & Associates)
Lobbyist Organisations,2016,Haynes & Associates
Lobbyist,2016,Martin W Healy
Lobbyist,2016,John J Healy
Lobbyist,2016,Matthew C Hedberg
Lobbyist,2016,"John Heffernan (McDermott, Quilty & Miller, LLP)"
Lobbyist,2016,"John F Heffernan (Park Street Strategies, LLC)"
Lobbyist,2016,Rachel Ann Heller
Lobbyist,2016,Benjamin Hellerstein
Lobbyist,2016,Ariella Sara Hellman
Lobbyist,2016,Scott Henderson
Lobbyist,2016,Dan Hendrick
Lobbyist,2016,Helen M Hendrickson
Lobbyist,2016,James Henn
Lobbyist,2016,Bill Henning
Lobbyist,2016,Noel Francis Henry
Lobbyist,2016,Kathleen C Henry
Lobbyist,2016,"Carolina Heredia (Philip W. Johnston Associates, LLC)"
Lobbyist,2016,Matthew Hartell Herndon
Lobbyist,2016,Ari Herzog
Lobbyist,2016,Amber Mahlyn Hewett
Lobbyist,2016,Karen Heymann
Lobbyist,2016,Jay Hibbard
Lobbyist,2016,"Brian S. Hickey (Brian S. Hickey Associates, Inc.)"
Lobbyist,2016,"Tommy Hickey (Brian S. Hickey Associates, Inc.)"
Lobbyist,2016,Steve Hickey
Lobbyist,2016,Mary Clare Higgins
Lobbyist,2016,Robert Hillman
Lobbyist,2016,Debra Cammer Hines
Lobbyist,2016,Marc Robert Hirshman
Lobbyist,2016,Kenneth Hiscoe
Lobbyist,2016,Jamie David Hoag
Lobbyist Organisations,2016,HodesWeill & Associates
Lobbyist,2016,Austin Lawrence Hodge
Lobbyist,2016,Christian Hoepfner
Lobbyist,2016,Daniel Karl Hoffer
Lobbyist,2016,John Hohenwarter
Lobbyist,2016,Katherine E Holahan
Lobbyist,2016,Carol Holahan
Lobbyist,2016,Patrick Holland
Lobbyist,2016,charles hollins
Lobbyist,2016,Sonia J Holman (The Mount Vernon Group)
Lobbyist,2016,Kara Lee Holmquist
Lobbyist,2016,Thomas E Hopcroft
Lobbyist,2016,Tara Hopper Zeltner (Political Advantage LLC)
Lobbyist,2016,Margaret Horan (Liberty Square Group)
Lobbyist,2016,Brian Houghton
Lobbyist,2016,Michael Houser
Lobbyist Organisations,2016,"Housing Partners, Inc."
Lobbyist,2016,Deirdre Houtmeyers
Lobbyist,2016,Scott Hovsepian
Lobbyist,2016,Scott Howe
Lobbyist,2016,Douglas Howgate
Lobbyist,2016,F. Michael Hruby
Lobbyist Organisations,2016,HSG & Associates
Lobbyist Organisations,2016,Hub Strategies
Lobbyist,2016,Melody A Hugo
Lobbyist,2016,William C. Hultman
Lobbyist,2016,"Andrew S. Hunt (Considine & Furey, LLP)"
Lobbyist,2016,andrew hunt (Hunt Associates)
Lobbyist Organisations,2016,Hunt Associates
Lobbyist,2016,James W. Hunt III
Lobbyist,2016,"James W. Hunt, Jr."
Lobbyist,2016,Patrick J. Huntington (Massachusetts Bay Associates)
Lobbyist,2016,Michael Hurley
Lobbyist,2016,James P Hurrell (James P Hurrell Lobbying Consulting)
Lobbyist,2016,Jon B. Hurst
Lobbyist,2016,Christopher Huskilson
Lobbyist,2016,Marc Hymovitz
Lobbyist,2016,Liliana Ibara
Lobbyist,2016,Alexandria Icenhower
Lobbyist,2016,James W. Igoe
Lobbyist,2016,"John Brennan III (The Brennan Group, Inc.)"
Lobbyist,2016,Ryan Ingram
Lobbyist,2016,Matthew Irish (O'Neill and Associates)
Lobbyist,2016,Arline Isaacson (Isaacson Political Consultants)
Lobbyist Organisations,2016,Isaacson Political Consultants
Lobbyist,2016,Katrina Iserman
Lobbyist,2016,David Keringer Ismay
Lobbyist,2016,Kristin Natalie Jackson
Lobbyist,2016,Jennifer Jackson (Nelson Mullins)
Lobbyist,2016,Emily R Jacobson
Lobbyist,2016,Paul Jacques
Lobbyist,2016,Danielle Jaffee
Lobbyist,2016,James Paul Jajuga (Jajuga Associates Inc.)
Lobbyist Organisations,2016,Jajuga Associates Inc.
Lobbyist,2016,Chester Henry Jakubiak
Lobbyist,2016,Bryan William Jamele
Lobbyist Organisations,2016,James P Hurrell Lobbying Consulting
Lobbyist,2016,Mary Jeka
Lobbyist,2016,Diane Jensen-Olszewski
Lobbyist Organisations,2016,"Jim Ginnetti Consulting, LLC"
Lobbyist Organisations,2016,John Coleman Walsh Associates
Lobbyist,2016,Stephen Johnson
Lobbyist,2016,Eric D Johnson
Lobbyist,2016,David E. Johnson
Lobbyist,2016,Julia K Johnson
Lobbyist,2016,Daniel J Johnston
Lobbyist,2016,"Philip W. Johnston (Philip W. Johnston Associates, LLC)"
Lobbyist,2016,Paul Jones
Lobbyist,2016,"Jocelyn B Jones (Segal Roitman, LLP)"
Lobbyist,2016,"Hugh Richard Jones, III (21c)"
Lobbyist,2016,Ashley V. Jones-Pierce
Lobbyist,2016,Ben Josephson (O'Neill and Associates)
Lobbyist,2016,Thomas M Joyce (Joyce & Joyce)
Lobbyist,2016,Stephen Joyce
Lobbyist,2016,Kathleen Joyce
Lobbyist,2016,Meghan Joyce
Lobbyist Organisations,2016,Joyce & Joyce
Lobbyist,2016,"John Brennan Jr. (The Brennan Group, Inc.)"
Lobbyist,2016,Thurman T. Justice
Lobbyist Organisations,2016,K. Courtney & Assoc.
Lobbyist,2016,James Kane
Lobbyist,2016,Michael W Kane
Lobbyist,2016,Michael F. Kane
Lobbyist,2016,John D. Kania
Lobbyist,2016,Gary Kaplan
Lobbyist,2016,"Andrew O. Kaplan (Pierce Atwood, LLP)"
Lobbyist,2016,Rachel Kaprielian
Lobbyist,2016,"Stephen J. Karol (The Karol Group, Inc.)"
Lobbyist,2016,Barbara Kates-Garnick (Preti Strategies)
Lobbyist,2016,Michael Katzman
Lobbyist,2016,Mary Kaysen
Lobbyist,2016,"Thomas J Keady, Jr."
Lobbyist,2016,Christopher Andrew Kealey
Lobbyist,2016,"Dennis J. Kearney (Kearney, Donovan & McGee, P.C.)"
Lobbyist,2016,Ryan Coleman Kearney
Lobbyist Organisations,2016,"Kearney, Donovan & McGee, P.C."
Lobbyist,2016,Ellen F Keefe
Lobbyist Organisations,2016,Keegan Werlin LLP
Lobbyist,2016,Daniel F. Keenan
Lobbyist,2016,Donald Ray Keeran
Lobbyist,2016,Jeffrey Alan Keilson
Lobbyist,2016,"Savannah L. Kelleher (ADS Ventures, Inc.)"
Lobbyist,2016,Patricia Marie Kelleher
Lobbyist,2016,"William A. Kelley, Jr."
Lobbyist,2016,Clare Kelly (Beacon Strategies Group)
Lobbyist,2016,Paul Eugene Kelly
Lobbyist,2016,Jennifer Kelly
Lobbyist,2016,Edward A Kelly
Lobbyist,2016,Colin A. Kelly
Lobbyist,2016,Marc Kenen
Lobbyist,2016,William Kennedy (Nutter McClennen & Fish LLP)
Lobbyist,2016,"Christina Kennedy (The Brennan Group, Inc.)"
Lobbyist,2016,George Kent
Lobbyist,2016,Brendan Keogh
Lobbyist,2016,Christopher J. Keohan (CK Strategies LLC)
Lobbyist,2016,Ronald J Keohan Jr
Lobbyist,2016,Katherine Keough
Lobbyist,2016,James M. Kessler
Lobbyist,2016,Meryl Ann Kessler
Lobbyist,2016,Matthew Keswick (Keswick Consulting)
Lobbyist Organisations,2016,Keswick Consulting
Lobbyist,2016,William John Ketzer
Lobbyist,2016,William Keyser (Keyser Public Strategies)
Lobbyist Organisations,2016,Keyser Public Strategies
Lobbyist,2016,Merissa Khachigian
Lobbyist,2016,Michelle Kielty
Lobbyist,2016,Kevin F Kiley
Lobbyist,2016,John Killam
Lobbyist,2016,Kathryn F. Killory
Lobbyist,2016,Thomas M King
Lobbyist,2016,Timothy King
Lobbyist,2016,Sean C King
Lobbyist,2016,Glenn Kingsbury
Lobbyist,2016,Erik Kirkhorn
Lobbyist,2016,"Jeremiah Kittredge (Families for Excellent Schools Advocacy, Inc.)"
Lobbyist,2016,Bennett H. Klein
Lobbyist,2016,Hannah Klein
Lobbyist,2016,James F Klocke
Lobbyist,2016,Timothy Knapp
Lobbyist,2016,Peter N Kochansky (GS Public Strategies LLC)
Lobbyist,2016,Deborah T Kochevar
Lobbyist,2016,Christopher Stanley Koczela (Quinn and Morris)
Lobbyist,2016,Mark Kohorst
Lobbyist,2016,James Kokoszyna
Lobbyist,2016,Karen Anderson Koller
Lobbyist,2016,Shawn Konary
Lobbyist,2016,Tracie Konopinski
Lobbyist,2016,Glenn S. Koocher
Lobbyist,2016,Jason Korb
Lobbyist,2016,Robert Kostka
Lobbyist,2016,"Emily J. Kowtoniuk (ADS Ventures, Inc.)"
Lobbyist,2016,Robert Kraus (Kraus & Hummel LLP)
Lobbyist Organisations,2016,Kraus & Hummel LLP
Lobbyist,2016,James M Kreidler
Lobbyist,2016,Jayne Marie Kresac
Lobbyist,2016,Joseph Kriesberg
Lobbyist,2016,James Andrew Kruidenier
Lobbyist,2016,Ryan Krupp (Charles Group Consulting)
Lobbyist,2016,John Kyranos
Lobbyist,2016,Nathan W L'Etoile (Star Strategies)
Lobbyist,2016,Ann Chamberlin LaBelle
Lobbyist,2016,Peter Hooper LaFontaine
Lobbyist,2016,Michael Lake (Haynes & Associates)
Lobbyist,2016,David Charles Lakeman
Lobbyist,2016,Ann Knowlton Lambert
Lobbyist,2016,lisa lambert
Lobbyist,2016,Mark Lambert
Lobbyist,2016,Maxime Lanctot
Lobbyist,2016,Julia Landau
Lobbyist,2016,Patrick Francis Landers
Lobbyist,2016,Wendy Landman
Lobbyist,2016,Linda Landry
Lobbyist,2016,"Jane Lane (Philip W. Johnston Associates, LLC)"
Lobbyist,2016,Linda Bailey Lank
Lobbyist,2016,Paul Vincent Larkham
Lobbyist,2016,Peter Larkin (Public Policy Advisors)
Lobbyist,2016,Kristin LaRoche
Lobbyist,2016,Robert Andrew LaRochelle (Andover Strategic Alliances LLC)
Lobbyist,2016,Steven E Larrabee
Lobbyist,2016,Katherine Lauretano
Lobbyist,2016,Elena Lavarreda
Lobbyist Organisations,2016,Law Office of Edward J Smith
Lobbyist Organisations,2016,"Law Office of Edward J. Brennan, Jr"
Lobbyist Organisations,2016,Law Office of Eugene R. Curry
Lobbyist Organisations,2016,Law Office of Robert J. Ambrogi
Lobbyist,2016,Terry D Lawler
Lobbyist,2016,Richard Thomas Lawless
Lobbyist,2016,Patrick James Lawlor
Lobbyist,2016,Leslie Ann Lawrence
Lobbyist,2016,Monica Lawton
Lobbyist Organisations,2016,"LCI, LLC"
Lobbyist,2016,James Paul Leahy (Leahy Management Group)
Lobbyist,2016,Elizabeth Ann Leahy
Lobbyist,2016,Meghan Elisabeth Leahy
Lobbyist Organisations,2016,Leahy Management Group
Lobbyist,2016,Elizabeth R Leary
Lobbyist,2016,Denis Leary
Lobbyist,2016,Joseph Leavey
Lobbyist,2016,Stacia Leavitt
Lobbyist,2016,Mark Ernest LeBel
Lobbyist,2016,Ingrid Lebert
Lobbyist,2016,Matthew Joseph LeBlanc
Lobbyist,2016,Paul LeBlanc
Lobbyist,2016,Matthew B. LeBretton
Lobbyist,2016,Amanda E. Lee
Lobbyist,2016,Brian P. Lees (Brian P. Lees)
Lobbyist,2016,Brian P. Lees (Travaglini Eisenberg Kiley LLC)
Lobbyist,2016,Anne Cary Lemelin
Lobbyist,2016,Keith Lepine
Lobbyist,2016,Andre C Leroux
Lobbyist,2016,Timothy Evans Leshan
Lobbyist,2016,Maria Elena Letona
Lobbyist,2016,Shaun Levesque
Lobbyist,2016,Jennifer L. Levi
Lobbyist,2016,Anne L. Levine
Lobbyist,2016,Emily Kathryn Levine
Lobbyist,2016,Maryanne Lewis (Maryanne Lewis)
Lobbyist,2016,Kristin Lewis
Lobbyist,2016,Hai Gi Li
Lobbyist,2016,Ruth J Liberman
Lobbyist Organisations,2016,Liberty Square Group
Lobbyist,2016,Amie Elisheva Lindenboim
Lobbyist,2016,John Linehan
Lobbyist,2016,Eric Linzer
Lobbyist,2016,Stephen Patrick Lisauskas
Lobbyist Organisations,2016,Locke Lord Public Policy Group LLC
Lobbyist,2016,Mary Darlene Lombos
Lobbyist,2016,Jessica Slasman Long
Lobbyist,2016,Stephen Kennedy Long
Lobbyist,2016,Linda Carre Looft
Lobbyist,2016,"W. Stuart Loosemore, Esq."
Lobbyist,2016,Richard C Lord
Lobbyist,2016,Nancy Jane Lorenz
Lobbyist,2016,Bruce Lott
Lobbyist,2016,Susan Garach Lovelace
Lobbyist,2016,Stephanie Lovell
Lobbyist,2016,Lydia M Lowe
Lobbyist,2016,Wayne B. Lowell
Lobbyist,2016,Cynthia A Luppi
Lobbyist,2016,Robert Luz
Lobbyist,2016,Will Luzier
Lobbyist,2016,"Richard J. Lyman (ML Strategies, LLC)"
Lobbyist,2016,Joseph Robert Lynch
Lobbyist,2016,William Lynch
Lobbyist,2016,"Patricia Ann Lynch (Lynch & Fierro LLP, Counsellors at Law)"
Lobbyist,2016,"Anne Lynch (Lynch Associates, Inc.)"
Lobbyist,2016,Chrissy Lynch
Lobbyist Organisations,2016,"Lynch & Fierro LLP, Counsellors at Law"
Lobbyist Organisations,2016,"Lynch Associates, Inc."
Lobbyist,2016,Jane Lynch-Gilbert
Lobbyist,2016,Dennis Gerard Lyons (DGL Healthcare Consulting)
Lobbyist Organisations,2016,M+R
Lobbyist,2016,Wendy Michelle Macaux
Lobbyist,2016,Bradley MacDougall
Lobbyist,2016,James Michael Machado
Lobbyist,2016,Eustacia Reidy MacNaught
Lobbyist,2016,Jamy B. Madeja (Buchanan & Associates)
Lobbyist,2016,Barbara Madeloni
Lobbyist,2016,Anthony J Magnetti
Lobbyist,2016,Mary Morris Maguire
Lobbyist,2016,Mary Hawes Mahoney
Lobbyist,2016,Keith Andrew Mahoney
Lobbyist,2016,Jeff Mahoney
Lobbyist Organisations,2016,Maine Street Solutions
Lobbyist,2016,"Katherine Mainzer (The Strategy Group, Inc.)"
Lobbyist,2016,James V Major
Lobbyist,2016,Nicol Malas
Lobbyist,2016,Geraldo Maldonado
Lobbyist,2016,"William F Malloy, Jr. (The Malloy Group, Inc.)"
Lobbyist,2016,Molly Theresa Maloney
Lobbyist,2016,Francis A Mancini (Massachusetts Association of Insurance Agents)
Lobbyist,2016,Daniel S Manning
Lobbyist,2016,Bradley John Manwaring
Lobbyist,2016,Francis G Mara (Mara Associates)
Lobbyist Organisations,2016,Mara Associates
Lobbyist,2016,Rafael H. Mares
Lobbyist,2016,Elana Horowitz Margolis
Lobbyist,2016,"David L. Marin (Podesta Group, Inc.)"
Lobbyist,2016,Laura M. Marlin (Capitol Consulting)
Lobbyist,2016,Richard I Marlin
Lobbyist,2016,Carol Martel
Lobbyist,2016,Adam Tyler Martignetti
Lobbyist,2016,Rob Martin
Lobbyist,2016,David R Martin
Lobbyist,2016,Laurie Martinelli
Lobbyist,2016,Adam Marx
Lobbyist Organisations,2016,Maryanne Lewis
Lobbyist,2016,Gabe Maser
Lobbyist Organisations,2016,Massachusetts Association of Insurance Agents
Lobbyist Organisations,2016,Massachusetts Bay Associates
Lobbyist Organisations,2016,"Massachusetts Technology Group, Ltd."
Lobbyist,2016,hannah masterjohn
Lobbyist,2016,Janine Maritza Matho
Lobbyist,2016,Samuel Matson
Lobbyist,2016,Lee H Matsueda
Lobbyist,2016,David J Matteodo
Lobbyist,2016,Paul Francis Matthews
Lobbyist,2016,Alicia Matthews
Lobbyist,2016,Erica Holly Mattison
Lobbyist,2016,Paola Marie Maynard-Moll
Lobbyist,2016,Robin McAdam
Lobbyist,2016,Eileen P McAnneny
Lobbyist,2016,Angela Marie McCabe
Lobbyist,2016,Maura McCaffrey
Lobbyist,2016,Robert J McCarron
Lobbyist,2016,Peter Charles McCarthy (Peter C. McCarthy)
Lobbyist,2016,Robert Bruce McCarthy
Lobbyist,2016,Virginia McCarthy
Lobbyist,2016,"Patricia E. McCarthy (William F. Coyne Jr., Esq. P.C.)"
Lobbyist,2016,Eamon C McCarthy Earls
Lobbyist,2016,"Michael McCary (Buoniconti & McCary, LLC)"
Lobbyist,2016,Paul McClory
Lobbyist,2016,Kaitlin McColgan
Lobbyist,2016,Susan McConathy
Lobbyist,2016,"Michael J McCormack (MJM Consulting, LLC)"
Lobbyist,2016,Katie Sagarin McCue
Lobbyist,2016,"Terence P . McDermott (McDermott, Quilty & Miller, LLP)"
Lobbyist,2016,"William P. McDermott (McDermott, Quilty & Miller, LLP)"
Lobbyist Organisations,2016,"McDermott, Quilty & Miller, LLP"
Lobbyist,2016,Michael J McDevitt (New Boston Strategies Group Ltd)
Lobbyist,2016,Michael F McDonagh
Lobbyist,2016,Mark McDonald
Lobbyist,2016,Margaret McDonough
Lobbyist,2016,Thomas McDonough
Lobbyist,2016,James E. McGaugh
Lobbyist,2016,"Michelle R. McGee (Kearney, Donovan & McGee, P.C.)"
Lobbyist,2016,Diana H. McGee
Lobbyist,2016,Mary Alicia McGeown
Lobbyist,2016,Ryan Joseph McGinley (WeLobbyIt)
Lobbyist,2016,Colleen McGlynn (Brown Rudnick LLP)
Lobbyist,2016,Diane L Mcglynn (McGlynn and McGlynn)
Lobbyist,2016,John J McGlynn (McGlynn and McGlynn)
Lobbyist Organisations,2016,McGlynn and McGlynn
Lobbyist,2016,Robert J. McGovern
Lobbyist,2016,"James McGrail (Government Insight Group, LLC)"
Lobbyist,2016,Gail McGrail
Lobbyist,2016,Raymond F McGrath
Lobbyist Organisations,2016,"McGuireWoods Consulting, LLC"
Lobbyist,2016,Dan McHale
Lobbyist,2016,"Matthew P McKenna (Lynch Associates, Inc.)"
Lobbyist,2016,Michael McLaughlin (The Novus Group)
Lobbyist,2016,Joyce A McMahon
Lobbyist,2016,Mary Elizabeth McMahon
Lobbyist,2016,Robert McMullan
Lobbyist,2016,Patricia B McMullin
Lobbyist,2016,Jean G McMurray
Lobbyist,2016,James Joseph McNeil
Lobbyist,2016,Thomas McShane (Dewey Square Group LLC)
Lobbyist,2016,Denise McWilliams
Lobbyist,2016,Cynthia Mead
Lobbyist,2016,Paul Meagher- DECEASED
Lobbyist,2016,Ellen Murphy Meehan (Ellen Murphy & Associates)
Lobbyist,2016,Kate Megan
Lobbyist,2016,Mary Jo Meisner
Lobbyist,2016,Julia Melania Mejia
Lobbyist Organisations,2016,Melwood Global
Lobbyist,2016,Michelle Mendes
Lobbyist,2016,paul eugene mendis
Lobbyist,2016,"Edward M Merrick, Jr"
Lobbyist Organisations,2016,MetroWest Chamber of Commerce
Lobbyist,2016,Tonja Ryan Mettlach
Lobbyist,2016,Naomi A Meyer
Lobbyist,2016,Lisa G Meyer (Preti Strategies)
Lobbyist,2016,Thomas Meyers
Lobbyist,2016,Jacqueline Tarah Meyncke
Lobbyist Organisations,2016,michael muse attorney at law
Lobbyist,2016,Kevin George Miller
Lobbyist,2016,Molly Miller
Lobbyist,2016,"Steven V. Miller (McDermott, Quilty & Miller, LLP)"
Lobbyist,2016,Claire Barbara Miller
Lobbyist,2016,Eva A Millona
Lobbyist,2016,Timothy Patrick Minahan
Lobbyist,2016,Alfred A Minahan (Preti Strategies)
Lobbyist,2016,Matthew J. Mincieli
Lobbyist,2016,Christian Miron
Lobbyist,2016,Dale P Mitchell
Lobbyist,2016,Bradley Charles Mitchell
Lobbyist,2016,Nick Mitropoulos (Travaglini Eisenberg Kiley LLC)
Lobbyist,2016,Beverly Miyares
Lobbyist Organisations,2016,"MJM Consulting, LLC"
Lobbyist Organisations,2016,"ML Strategies, LLC"
Lobbyist,2016,James Curtis Moffatt
Lobbyist,2016,Jerold Mogul
Lobbyist,2016,Mary Ellen Molloy
Lobbyist,2016,"Mark Molloy (Lynch Associates, Inc.)"
Lobbyist,2016,Stephen Molodetz
Lobbyist,2016,Michael Moloney
Lobbyist,2016,Brian Moloney
Lobbyist,2016,Meg Moloney
Lobbyist,2016,Aaron Montano
Lobbyist,2016,Kevin C. Monteiro
Lobbyist,2016,Howell Montgomery
Lobbyist,2016,Meredith Lappin Mooney
Lobbyist,2016,Sean Moore
Lobbyist,2016,Richard Moore
Lobbyist,2016,Alexander Woodrow Moore
Lobbyist,2016,Dianne Morad (Delaney Policy Group)
Lobbyist,2016,"Dianne Morad (Neponset Strategies, LLP)"
Lobbyist,2016,Marco Antonio Morales
Lobbyist,2016,James Morgan
Lobbyist,2016,Kirk Morgan
Lobbyist,2016,Elizabeth J Moroney
Lobbyist,2016,Michael Morris (Beacon Strategies Group)
Lobbyist,2016,Rebecca Morris
Lobbyist,2016,"Michael G Morris (Outside In Strategies, LLC)"
Lobbyist,2016,James Thomas Morris (Quinn and Morris)
Lobbyist,2016,Sean Michael Morrissey (Card and Associates)
Lobbyist,2016,"Sean M. Morrissey (Morrissey & Associates, LLC)"
Lobbyist,2016,Matthew A. Morrissey
Lobbyist Organisations,2016,"Morrissey & Associates, LLC"
Lobbyist,2016,Russet D Morrow
Lobbyist,2016,Abraham E Morse
Lobbyist,2016,Margaret L. Morton
Lobbyist,2016,Samantha Jane Morton
Lobbyist,2016,Patrick J. Moynihan (Patrick Moynihan & Associates LLC)
Lobbyist,2016,"Sean P. Moynihan, Esq. (The Moynihan Group, LLC)"
Lobbyist,2016,Dan Muldoon
Lobbyist,2016,Rich Mullane
Lobbyist,2016,Michael P Mullen
Lobbyist,2016,Elizabeth A Mullen (McGlynn and McGlynn)
Lobbyist,2016,"Mary Ann Mulligan (Governmental Strategies, Inc.)"
Lobbyist,2016,Kevin Mulvey (Dewey Square Group LLC)
Lobbyist,2016,Daniel S Mumbauer
Lobbyist,2016,Daniel John Murphy
Lobbyist,2016,William Murphy
Lobbyist,2016,Wayne R Murphy
Lobbyist,2016,Elizabeth M Murphy
Lobbyist,2016,John P. Murphy
Lobbyist,2016,John E Murphy (Murphy Donoghue Partners)
Lobbyist,2016,John A Murphy
Lobbyist,2016,Dennis Michael Murphy (Ventry Associates LLP)
Lobbyist Organisations,2016,Murphy Donoghue Partners
Lobbyist,2016,Brian Murray (The Summit Consulting Group Inc.)
Lobbyist,2016,Timothy P. Murray
Lobbyist,2016,michael muse (michael muse attorney at law)
Lobbyist,2016,Michael Muse (Rauschenbach Associates)
Lobbyist,2016,Rushda Mustafa
Lobbyist,2016,Guy K. Nagahama
Lobbyist,2016,Susan K Nagl
Lobbyist,2016,Martin T Nastasia (Brown Rudnick LLP)
Lobbyist,2016,Linda Forman Naval
Lobbyist Organisations,2016,"Neal B. Costello, Counselor At Law"
Lobbyist,2016,Mary Nee
Lobbyist,2016,Mark Nehring Nehring
